opa_row_id,parcel_number,location,unit,BUILDING_ID,match_method,match_distance_ft,opa_residential,opa_commercial,opa_vacant,units_exact_record,units_min_record,unit_record_method
0,521195100,4428 SHERWOOD RD,,1388831,within,0.0,1,0,0,1.0,1,single_family_1
1,122164500,5644 HEISKELL ST,,1104827,within,0.0,1,0,0,1.0,1,single_family_1
2,621573800,6337 CARDIFF ST,,1257265,within,0.0,1,0,0,1.0,1,single_family_1
3,406299600,7015 W PASSYUNK AVE,,1538949,within,0.0,1,0,0,1.0,1,single_family_1
4,23170110,811 KATER ST,,1457113,within,0.0,1,0,0,1.0,1,single_family_1
5,562342600,8354 SUMMERDALE AVE,,1231232,within,0.0,1,0,0,1.0,1,single_family_1
6,591086900,861 E PRICE ST,,1090856,within,0.0,1,0,0,1.0,1,single_family_1
7,632132200,806 CHARETTE RD,,1281573,within,0.0,1,0,0,1.0,1,single_family_1
8,462091200,5029 CATHARINE ST,,1518390,within,0.0,1,0,0,,2,multifamily_unknown
9,421422600,5032 BOUDINOT ST,,1182639,within,0.0,1,0,0,1.0,1,single_family_1
10,871583650,6003 N 5TH ST,,1134849,within,0.0,1,1,0,,1,residential_unknown
11,571171400,8916 FAIRFIELD ST,,1313253,within,0.0,1,0,0,1.0,1,single_family_1
12,502374500,939 DORSET ST,,1147910,within,0.0,1,0,0,1.0,1,single_family_1
13,652292200,9242 DITMAN ST,,1240518,within,0.0,1,0,0,1.0,1,single_family_1
14,611141600,6102 N MARSHALL ST,,1142475,within,0.0,1,0,0,1.0,1,single_family_1
15,172016925,6155 OLD YORK RD,,1121268,within,0.0,1,0,0,,2,multifamily_unknown
16,341214700,315 N 62ND ST,,1445143,within,0.0,1,0,0,1.0,1,single_family_1
17,532251100,1108 BRIGHTON ST,,1395717,within,0.0,1,0,0,1.0,1,single_family_1
18,511199900,1150 S 52ND ST,,1504481,within,0.0,1,0,0,1.0,1,single_family_1
19,881146137,1439 N 15TH ST,,1497829,within,0.0,1,0,0,,5,apartment_gt4_unknown
20,292082200,1442 N MARSTON ST,,1009449,within,0.0,1,0,0,1.0,1,single_family_1
21,191122500,2131 N 2ND ST,,1054364,within,0.0,1,0,0,1.0,1,single_family_1
22,162043200,2223 N GRATZ ST,,1525291,within,0.0,1,0,0,1.0,1,single_family_1
23,252125300,2248 E MONMOUTH ST,,1030077,within,0.0,1,0,0,1.0,1,single_family_1
24,365053200,1250 S 15TH ST,,1375750,within,0.0,1,0,0,,2,multifamily_unknown
25,365085000,1710 S HICKS ST,,1537349,within,0.0,1,0,0,1.0,1,single_family_1
27,311181700,2664 MARTHA ST,,1031216,within,0.0,1,0,0,1.0,1,single_family_1
28,71109000,2852 MASCHER ST,,1051374,within,0.0,1,0,0,1.0,1,single_family_1
29,394157300,1936 S WARNOCK ST,,1508984,within,0.0,1,0,0,1.0,1,single_family_1
30,321120000,1913 W MONTGOMERY AVE,,1003889,within,0.0,1,0,0,,2,multifamily_unknown
31,482324300,1844 S RINGGOLD ST,,1463312,within,0.0,1,0,0,1.0,1,single_family_1
32,183249100,1935 MASCHER ST,,1035794,within,0.0,1,0,0,1.0,1,single_family_1
33,452066300,1934 E THAYER ST,,1056678,within,0.0,1,0,0,1.0,1,single_family_1
34,581080200,1948 PRESIDENT ST,,1258998,within,0.0,1,0,0,1.0,1,single_family_1
35,301062800,1934 BAINBRIDGE ST,,1533241,within,0.0,1,0,0,,2,multifamily_unknown
36,661257300,3669 N HEREFORD LN,,1340106,within,0.0,1,0,0,1.0,1,single_family_1
37,663348300,3653 ACADEMY RD,,1266064,within,0.0,1,0,0,1.0,1,single_family_1
38,461005400,4621 LOCUST ST,,1483974,within,0.0,1,0,0,,2,multifamily_unknown
39,172160900,6505 N SMEDLEY ST,,1104475,within,0.0,1,0,0,1.0,1,single_family_1
42,261331200,2442 S CHADWICK ST,,1521101,within,0.0,1,0,0,1.0,1,single_family_1
43,641231900,2723 SOLLY AVE,,1348054,within,0.0,1,0,0,1.0,1,single_family_1
44,531288100,6031 SHISLER ST,,1362407,within,0.0,1,0,0,1.0,1,single_family_1
46,513274200,5722 FLORENCE AVE,,1446807,within,0.0,1,0,0,1.0,1,single_family_1
47,501034800,7939 FAYETTE ST,,1154146,within,0.0,1,0,0,1.0,1,single_family_1
48,561146400,7828 SUMMERDALE AVE,,1324929,within,0.0,1,0,0,1.0,1,single_family_1
50,551089800,3146 MAGEE AVE,,1324592,within,0.0,1,0,0,1.0,1,single_family_1
51,572101800,3252 FORDHAM RD,,1339945,within,0.0,1,0,0,1.0,1,single_family_1
52,252350400,3188 AGATE ST,,1054184,within,0.0,1,0,0,1.0,1,single_family_1
53,12426600,1129 WILDER ST,,1489996,within,0.0,1,0,0,1.0,1,single_family_1
54,292241400,1558 N 29TH ST,,1547660,within,0.0,0,0,1,0.0,0,non_residential
55,541075100,1558 MCKINLEY ST,,1302102,within,0.0,1,0,0,1.0,1,single_family_1
56,365335800,1607 WHARTON ST,,1426013,within,0.0,1,0,0,1.0,1,single_family_1
57,881146296,2139 DIAMOND ST,,1031838,within,0.0,1,0,0,,2,multifamily_unknown
58,332313000,4044 K ST,,1183753,within,0.0,1,0,0,1.0,1,single_family_1
59,572138146,3837 LINDEN AVE,,1237497,within,0.0,1,0,0,1.0,1,single_family_1
60,871542130,1866 N TAYLOR ST,,1071548,within,0.0,1,1,0,,1,residential_unknown
61,363106300,1838 MOUNTAIN ST,,1494601,within,0.0,1,0,0,1.0,1,single_family_1
63,542076000,2002 TYSON AVE,,1286302,within,0.0,1,0,0,1.0,1,single_family_1
64,452183500,2048 ALBRIGHT ST,,1057965,within,0.0,1,0,0,1.0,1,single_family_1
66,122088800,914 E WOODLAWN ST,,1141570,within,0.0,1,0,0,1.0,1,single_family_1
67,12300400,916 FERNON ST,,1421135,within,0.0,1,0,0,1.0,1,single_family_1
68,881000751,4713 LEIPER ST,,1397830,within,0.0,1,0,0,,5,apartment_gt4_unknown
69,522189200,5710 DREXEL RD,,1513886,within,0.0,1,0,0,1.0,1,single_family_1
70,621457500,5844 SAUL ST,,1281381,within,0.0,1,0,0,1.0,1,single_family_1
71,463086200,5636 WALTON AVE,,1381924,within,0.0,1,0,0,1.0,1,single_family_1
72,871112950,4811 FRANKFORD AVE,,1284464,within,0.0,1,1,0,,1,residential_unknown
73,172270900,6321 N 18TH ST,,1104013,within,0.0,1,0,0,1.0,1,single_family_1
75,453258400,4493 EDGEMONT ST,,1226512,within,0.0,1,0,0,1.0,1,single_family_1
76,393056000,714 SNYDER AVE,,1380275,within,0.0,1,0,0,1.0,1,single_family_1
77,502171300,7969 THOURON AVE,,1116006,within,0.0,1,0,0,1.0,1,single_family_1
78,433104700,4027 N FRANKLIN ST,,1186771,within,0.0,1,0,0,1.0,1,single_family_1
79,882965795,3619 GERMANTOWN AVE,,1211744,within,0.0,1,1,0,,1,residential_unknown
80,661268100,3746 S HEREFORD LN,,1226967,within,0.0,1,0,0,1.0,1,single_family_1
81,131176800,3614 N 16TH ST,,1192412,within,0.0,1,0,0,1.0,1,single_family_1
82,661081800,3737-39 PRESIDENT ST,,1267998,within,0.0,1,0,0,1.0,1,single_family_1
83,182054100,1511 N HOWARD ST,,1543160,within,0.0,1,0,0,1.0,1,single_family_1
84,411002200,2129 BETTS ST,,1307860,within,0.0,1,0,0,1.0,1,single_family_1
86,391131800,216 RITNER ST,,1450014,within,0.0,1,0,0,1.0,1,single_family_1
87,453371600,2254 PRATT ST,,1308356,within,0.0,1,0,0,1.0,1,single_family_1
88,82102800,2226 LOCUST ST,,1527625,within,0.0,1,0,0,1.0,1,single_family_1
89,101404000,1644 W CHELTENHAM AVE,,1102625,within,0.0,1,0,0,1.0,1,single_family_1
90,314038300,2417 E CUMBERLAND ST,,1011630,within,0.0,1,0,0,1.0,1,single_family_1
91,161172400,2540 N 17TH ST,,1049055,within,0.0,1,0,0,1.0,1,single_family_1
92,281147400,2719 N DOVER ST,,1217219,within,0.0,1,0,0,1.0,1,single_family_1
93,621009100,1373 DYRE ST,,1238939,within,0.0,1,0,0,1.0,1,single_family_1
94,314083700,1819 E SERGEANT ST,,1072136,within,0.0,1,0,0,1.0,1,single_family_1
97,281016000,2735 N TAYLOR ST,,1197080,within,0.0,1,0,0,1.0,1,single_family_1
98,571011900,3109 WINCHESTER AVE,,1254255,within,0.0,1,0,0,1.0,1,single_family_1
99,183266600,2016 N HANCOCK ST,,1027594,within,0.0,1,0,0,1.0,1,single_family_1
100,612049900,199 W CHEW AVE,,1167654,within,0.0,1,0,0,1.0,1,single_family_1
101,101369100,1969 ASHLEY RD,,1089043,within,0.0,1,0,0,1.0,1,single_family_1
103,551395900,3309 PRINCETON AVE,,1339053,within,0.0,1,0,0,1.0,1,single_family_1
104,383081500,3573 CALUMET ST,,1005819,within,0.0,1,0,0,1.0,1,single_family_1
105,881822650,3414 HAMILTON ST,,1524855,within,0.0,1,0,0,,2,multifamily_unknown
106,493029100,1114 W SOMERVILLE AVE,,1089420,within,0.0,1,0,0,1.0,1,single_family_1
107,552389600,6346 COTTAGE ST,,1232361,within,0.0,1,0,0,1.0,1,single_family_1
108,421251700,626 E OLNEY AVE,,1218587,within,0.0,1,0,0,,2,multifamily_unknown
109,332341000,4132 CLARIDGE ST,,1184492,within,0.0,1,0,0,1.0,1,single_family_1
110,871601390,4954 RISING SUN AVE,,1182787,within,0.0,1,1,0,,1,residential_unknown
111,884350865,4929 LANCASTER AVE,,1433023,within,0.0,0,0,0,0.0,0,non_residential
112,601037100,4832 SANSOM ST,,1383575,within,0.0,1,0,0,,2,multifamily_unknown
113,213173800,562 MARTIN ST,,1090743,within,0.0,1,0,0,1.0,1,single_family_1
116,481254300,2111 S 18TH ST,,1522123,within,0.0,1,0,0,1.0,1,single_family_1
117,611308200,221 KENILWORTH AVE,,1109728,within,0.0,1,0,0,1.0,1,single_family_1
118,312087100,2329 ALMOND ST,,1037113,within,0.0,1,0,0,1.0,1,single_family_1
119,401019600,1816 S ALDEN ST,,1383091,within,0.0,1,0,0,1.0,1,single_family_1
120,371197500,2624 N 11TH ST,,1060471,within,0.0,1,0,0,,2,multifamily_unknown
121,311182200,2674 MARTHA ST,,1031217,within,0.0,1,0,0,1.0,1,single_family_1
122,381108500,2831 N BAMBREY ST,,1206009,within,0.0,1,0,0,1.0,1,single_family_1
125,463116000,5531 WEBSTER ST,,1457909,within,0.0,1,0,0,1.0,1,single_family_1
127,12148100,727 MCCLELLAN ST,,1489053,within,0.0,1,0,0,1.0,1,single_family_1
128,582245500,364 SELMA ST,,1340331,within,0.0,1,0,0,1.0,1,single_family_1
129,521249700,2143 PARKWYN RD,,1537037,within,0.0,1,0,0,1.0,1,single_family_1
130,82101800,2206 LOCUST ST,,1505598,within,0.0,1,0,0,1.0,1,single_family_1
131,632063100,117 KINGFIELD RD,,1317847,within,0.0,1,0,0,1.0,1,single_family_1
132,591036700,1134 E STAFFORD ST,,1148072,within,0.0,1,0,0,1.0,1,single_family_1
133,662018500,11872 BASILE RD,,1283462,within,0.0,1,0,0,1.0,1,single_family_1
134,363119000,2011 MORRIS ST,,1522320,within,0.0,1,0,0,1.0,1,single_family_1
135,102320900,1400 YERKES ST,,1084668,within,0.0,1,0,0,1.0,1,single_family_1
136,421151100,133 E ALBANUS ST,,1177419,within,0.0,1,0,0,1.0,1,single_family_1
137,84078001,1622 MOUNT VERNON ST,,1067963,within,0.0,1,0,0,,2,multifamily_unknown
138,202094110,1915 N 8TH ST,,1066292,within,0.0,1,0,0,1.0,1,single_family_1
139,363154400,1914 PIERCE ST,,1404340,within,0.0,1,0,0,1.0,1,single_family_1
140,183232900,1913 N HOWARD ST,,1031034,within,0.0,1,0,0,1.0,1,single_family_1
142,612065900,176 W GRANGE AVE,,1133960,within,0.0,1,0,0,1.0,1,single_family_1
143,232158100,1683 MARGARET ST,,1268794,within,0.0,1,0,0,1.0,1,single_family_1
144,352151600,224 HIGBEE ST,,1247666,within,0.0,1,0,0,1.0,1,single_family_1
146,371197201,2618 N 11TH ST,,1060473,within,0.0,1,0,0,,2,multifamily_unknown
147,371197401,2622 N 11TH ST,,1051090,within,0.0,1,0,0,,2,multifamily_unknown
148,422478400,5423 N LAWRENCE ST,,1158803,within,0.0,1,0,0,1.0,1,single_family_1
149,592039100,51 HIGH ST,,1141198,within,0.0,1,0,0,1.0,1,single_family_1
150,491179000,5048 N FAIRHILL ST,,1196711,within,0.0,1,0,0,1.0,1,single_family_1
151,351079900,847 FOULKROD ST,,1271109,within,0.0,1,0,0,1.0,1,single_family_1
152,33043000,5839 NORFOLK ST,,1413439,within,0.0,1,0,0,1.0,1,single_family_1
153,393334500,905 DALY ST,,1456004,within,0.0,1,0,0,1.0,1,single_family_1
154,313066100,2064 E DAUPHIN ST,,1016761,within,0.0,1,0,0,1.0,1,single_family_1
155,301050700,2021 BAINBRIDGE ST,,1378077,within,0.0,1,0,0,1.0,1,single_family_1
156,582280600,125 MARITA ST,,1359918,within,0.0,1,0,0,1.0,1,single_family_1
157,21188920,1201 ELLSWORTH ST,,1425517,within,0.0,1,0,0,1.0,1,single_family_1
158,21191600,1321 ELLSWORTH ST,,1477796,within,0.0,1,0,0,1.0,1,single_family_1
159,273101500,1325 S PAXON ST,,1371197,within,0.0,1,0,0,1.0,1,single_family_1
160,361195100,1316 S CAPITOL ST,,1414057,within,0.0,1,0,0,1.0,1,single_family_1
161,441112800,241 N PAXON ST,,1384461,within,0.0,1,0,0,1.0,1,single_family_1
162,262206200,2534 S 22ND ST,,1506675,within,0.0,1,0,0,1.0,1,single_family_1
165,601018400,4916 CHESTNUT ST,,1460900,within,0.0,1,0,0,1.0,1,single_family_1
167,33195400,740 S 59TH ST,,1442100,within,0.0,1,0,0,1.0,1,single_family_1
168,211349600,4360 MANAYUNK AVE,,1163640,within,0.0,1,0,0,1.0,1,single_family_1
169,61017400,4250 POWELTON AVE,,1376841,within,0.0,1,0,0,1.0,1,single_family_1
170,441157600,62 N LINDENWOOD ST,,1511464,within,0.0,1,0,0,1.0,1,single_family_1
172,631078900,8121 RYERS AVE,,1331668,within,0.0,1,0,0,,2,multifamily_unknown
173,522189400,5714 DREXEL RD,,1537105,within,0.0,1,0,0,1.0,1,single_family_1
174,411355300,5718 HEGERMAN ST,,1274510,within,0.0,1,0,0,1.0,1,single_family_1
175,73044300,3341 N WATER ST,,1059395,within,0.0,1,0,0,1.0,1,single_family_1
176,282272500,3421 RIDGE AVE,,1182596,within,0.0,1,0,0,1.0,1,single_family_1
179,151237400,883 N TAYLOR ST,,1048825,within,0.0,1,0,0,1.0,1,single_family_1
180,422347200,4512 RISING SUN AVE,,1205896,within,0.0,1,0,0,,2,multifamily_unknown
181,372303700,1334 W SILVER ST,,1013247,within,0.0,1,0,0,1.0,1,single_family_1
182,252028300,2071 E SOMERSET ST,,1008939,within,0.0,1,0,0,1.0,1,single_family_1
183,301248300,2023 KIMBALL ST,,1532843,within,0.0,1,0,0,1.0,1,single_family_1
184,202282820,2102 N CAMAC ST,,1002551,within,0.0,1,0,0,1.0,1,single_family_1
186,541026000,1531 BENNER ST,,1301680,within,0.0,1,0,0,1.0,1,single_family_1
187,583165236,15124 INA DR,,1335580,within,0.0,1,0,0,1.0,1,single_family_1
189,581153800,1171 MOREFIELD RD,,1324500,within,0.0,1,0,0,1.0,1,single_family_1
190,422046800,191 W THELMA ST,,1171929,within,0.0,1,0,0,1.0,1,single_family_1
191,562304800,1829 BEYER AVE,,1312664,within,0.0,1,0,0,,2,multifamily_unknown
192,212280900,379 FAIRWAY TER,,1154763,within,0.0,1,0,0,1.0,1,single_family_1
193,421132000,404 E ROOSEVELT BLVD,,1182499,within,0.0,1,0,0,1.0,1,single_family_1
194,313183900,2341 E BOSTON ST,,1075433,within,0.0,1,0,0,1.0,1,single_family_1
195,313223200,2340 E LETTERLY ST,,1078028,within,0.0,1,0,0,1.0,1,single_family_1
196,501310200,7359 OGONTZ AVE,,1120939,within,0.0,1,1,0,,1,residential_unknown
197,404365600,7140 DOREL ST,,1526794,within,0.0,1,0,0,1.0,1,single_family_1
198,191205500,2420 N ORIANNA ST,,1030709,within,0.0,0,0,1,0.0,0,non_residential
199,592229003,6303 GARDENIA ST,,1140140,within,0.0,1,0,0,,2,multifamily_unknown
200,54257500,256 S ALDER ST,,1371107,within,0.0,1,0,0,1.0,1,single_family_1
201,382051000,2609 DEACON ST,,1129652,within,0.0,1,0,0,1.0,1,single_family_1
203,551192500,2948 KNORR ST,,1309285,within,0.0,1,0,0,1.0,1,single_family_1
206,432169400,3536 N CAMAC ST,,1221074,within,0.0,1,0,0,1.0,1,single_family_1
207,551229500,3202 GLENVIEW ST,,1253534,within,0.0,1,0,0,1.0,1,single_family_1
208,393288700,902 EMILY ST,,1500273,within,0.0,1,0,0,1.0,1,single_family_1
209,11284100,423 CROSS ST,,1408453,within,0.0,1,0,0,1.0,1,single_family_1
210,332496200,4228 MARKLAND ST,,1172880,within,0.0,1,0,0,1.0,1,single_family_1
211,132114600,4671 N 16TH ST,,1202104,within,0.0,1,0,0,1.0,1,single_family_1
213,621526400,6351 CALVERT ST,,1258575,within,0.0,1,0,0,1.0,1,single_family_1
214,412428200,6750 HEGERMAN ST,,1357632,within,0.0,1,0,0,1.0,1,single_family_1
215,92322806,7700 CHEROKEE ST,,1109572,within,0.0,1,0,0,1.0,1,single_family_1
216,71163900,2849 N 2ND ST,,1055666,within,0.0,1,0,0,1.0,1,single_family_1
217,393385000,2219 S DARIEN ST,,1537978,within,0.0,1,0,0,1.0,1,single_family_1
218,292314900,1534 N NATRONA ST,,1189314,within,0.0,1,0,0,1.0,1,single_family_1
219,364166600,1544 S RINGGOLD ST,,1376782,within,0.0,1,0,0,1.0,1,single_family_1
220,202083100,1437 N 8TH ST,,1005359,within,0.0,1,0,0,1.0,1,single_family_1
221,581178600,840 BARTLETT ST,,1280855,within,0.0,1,0,0,1.0,1,single_family_1
222,183113300,1605 N PHILIP ST,,1545000,within,0.0,1,0,0,1.0,1,single_family_1
223,251002700,2422 E SOMERSET ST,,1029601,within,0.0,1,0,0,1.0,1,single_family_1
224,261188300,2527 S HICKS ST,,1402586,within,0.0,1,0,0,1.0,1,single_family_1
225,282034800,2616 N HOLLYWOOD ST,,1205052,within,0.0,1,0,0,1.0,1,single_family_1
226,162232700,2343 N 24TH ST,,1178691,within,0.0,1,0,0,1.0,1,single_family_1
227,481110700,2054 MCKEAN ST,,1497889,within,0.0,1,0,0,1.0,1,single_family_1
228,183010200,538 TURNER ST,,1029714,within,0.0,1,0,0,1.0,1,single_family_1
230,641061300,7113 BROUS AVE,,1236851,within,0.0,1,0,0,1.0,1,single_family_1
231,432299200,3727 N 8TH ST,,1209054,within,0.0,1,0,0,1.0,1,single_family_1
234,211098000,108 ROXBOROUGH AVE,,1103957,within,0.0,1,0,0,1.0,1,single_family_1
235,234137300,1137 HARRISON ST,,1397113,within,0.0,1,0,0,1.0,1,single_family_1
236,21580400,1152 S 11TH ST,,1464617,within,0.0,1,0,0,,2,multifamily_unknown
238,161292700,1620 W CUMBERLAND ST,,1054168,within,0.0,1,0,0,1.0,1,single_family_1
239,11453100,1833 S 5TH ST,,1462511,within,0.0,1,0,0,,2,multifamily_unknown
240,101166600,7226 N 20TH ST,,1100690,within,0.0,1,0,0,1.0,1,single_family_1
243,621522900,6336 CALVERT ST,,1266523,within,0.0,1,0,0,1.0,1,single_family_1
244,183011400,531 TURNER ST,,1050199,within,0.0,1,0,0,1.0,1,single_family_1
245,323074300,3212 W NORRIS ST,,1217811,within,0.0,1,0,0,1.0,1,single_family_1
246,372429800,604 W MAYFIELD ST,,1064212,within,0.0,1,0,0,1.0,1,single_family_1
248,621499300,5103 GRISCOM ST,,1232740,within,0.0,1,0,0,1.0,1,single_family_1
249,172263800,4851 N 18TH ST,,1133281,within,0.0,1,0,0,1.0,1,single_family_1
250,393124300,726 PORTER ST,,1501068,within,0.0,1,0,0,1.0,1,single_family_1
251,513291900,5503 LITCHFIELD ST,,1463639,within,0.0,1,0,0,1.0,1,single_family_1
252,453345400,4421 E ALLEN ST,,1301377,within,0.0,1,0,0,1.0,1,single_family_1
253,472005600,1923 INGERSOLL ST,,1001552,within,0.0,1,0,0,1.0,1,single_family_1
254,232060100,1925 JOHN ST,,1249139,within,0.0,1,0,0,1.0,1,single_family_1
255,621159000,1934 LARDNER ST,,1223561,within,0.0,1,0,0,1.0,1,single_family_1
256,604224000,277 S ITHAN ST,,1383153,within,0.0,1,0,0,1.0,1,single_family_1
257,11134400,218 PIERCE ST,,1424526,within,0.0,1,0,0,1.0,1,single_family_1
258,514245600,2133 S 57TH ST,,1516546,within,0.0,1,0,0,1.0,1,single_family_1
259,365239800,1448 S BOUVIER ST,,1532376,within,0.0,1,0,0,1.0,1,single_family_1
260,322004400,2030 N 20TH ST,,1004019,within,0.0,1,0,0,1.0,1,single_family_1
261,192064900,2505 N 2ND ST,,1073592,within,0.0,1,0,0,1.0,1,single_family_1
262,281123600,2517 N NEWKIRK ST,,1215765,within,0.0,1,0,0,1.0,1,single_family_1
263,591140000,1313 E RITTENHOUSE ST,,1135085,within,0.0,1,0,0,1.0,1,single_family_1
264,502379500,1151 DORSET ST,,1113170,within,0.0,1,0,0,1.0,1,single_family_1
265,502361700,1137 E PHIL ELLENA ST,,1097048,within,0.0,1,0,0,1.0,1,single_family_1
266,403290900,6938 WOODLAND AVE,,1452557,within,0.0,1,0,0,1.0,1,single_family_1
267,222044900,68 SLOCUM ST,,1145114,within,0.0,1,0,0,1.0,1,single_family_1
268,353128000,407 UNRUH AVE,,1318848,within,0.0,1,0,0,1.0,1,single_family_1
270,32016600,6139 DELANCEY ST,,1434827,within,0.0,1,0,0,1.0,1,single_family_1
271,33058300,6215 CHRISTIAN ST,,1376048,within,0.0,1,0,0,1.0,1,single_family_1
272,403180300,6500 LINMORE AVE,,1399363,within,0.0,1,0,0,1.0,1,single_family_1
273,406176500,6428 GLENMORE AVE,,1435228,within,0.0,1,0,0,1.0,1,single_family_1
274,221230400,6468 MUSGRAVE ST,,1090383,within,0.0,1,0,0,1.0,1,single_family_1
275,242162201,635 N 35TH ST,,1393390,within,0.0,1,0,0,1.0,1,single_family_1
276,221188700,32 E SPRINGER ST,,1143453,within,0.0,1,0,0,1.0,1,single_family_1
277,381081100,2927 N STILLMAN ST,,1186401,within,0.0,1,0,0,1.0,1,single_family_1
279,61095000,4222 WALLACE ST,,1428042,within,0.0,1,0,0,1.0,1,single_family_1
280,302083800,2239 CATHARINE ST,,1539752,within,0.0,1,0,0,1.0,1,single_family_1
281,61040400,4009 GREEN ST,,1453871,within,0.0,1,0,0,1.0,1,single_family_1
282,332313300,4050 K ST,,1171539,within,0.0,1,0,0,1.0,1,single_family_1
283,243135200,3925 RENO ST,,1498671,within,0.0,1,0,0,1.0,1,single_family_1
284,352175800,211 LARDNER ST,,1315019,within,0.0,1,0,0,1.0,1,single_family_1
285,102338300,2125 STENTON AVE,,1108100,within,0.0,1,0,0,1.0,1,single_family_1
286,471323000,1321 N 19TH ST,,3000049,within,0.0,1,0,0,,2,multifamily_unknown
287,583093500,14058 ERWIN ST,,1329153,within,0.0,1,0,0,1.0,1,single_family_1
288,12465800,1326 S 10TH ST,,1431044,within,0.0,1,0,0,1.0,1,single_family_1
289,582521436,10222 DEDAKER ST,,1331960,within,0.0,1,0,0,1.0,1,single_family_1
290,514162800,1633 S YEWDALL ST,,1377181,within,0.0,1,0,0,1.0,1,single_family_1
291,314192800,1912 E ALBERT ST,,1025889,within,0.0,1,0,0,1.0,1,single_family_1
292,663344015,12026 ACADEMY RD,,1224954,within,0.0,1,0,0,,2,multifamily_unknown
293,112219200,3422 N SMEDLEY ST,,1193270,within,0.0,1,0,0,1.0,1,single_family_1
294,211401400,325 LEVERINGTON AVE,,1141430,within,0.0,1,0,0,1.0,1,single_family_1
295,551508200,3112 COTTMAN AVE,,1325804,within,0.0,1,0,0,1.0,1,single_family_1
296,371177600,2611 N WARNOCK ST,,1037074,within,0.0,1,0,0,1.0,1,single_family_1
297,54258000,262 S ALDER ST,,1371104,within,0.0,1,0,0,1.0,1,single_family_1
298,324089100,1703 N STILLMAN ST,,1029743,within,0.0,1,0,0,1.0,1,single_family_1
299,303036300,1704 NAUDAIN ST,,1538068,within,0.0,1,0,0,1.0,1,single_family_1
300,381184300,2813 N LECOUNT ST,,1184436,within,0.0,1,0,0,1.0,1,single_family_1
301,482082800,2819 CANTRELL ST,,1520367,within,0.0,1,0,0,1.0,1,single_family_1
302,431036900,1218 W HILTON ST,,1198228,within,0.0,1,0,0,1.0,1,single_family_1
303,131136900,3738 N CARLISLE ST,,1170602,within,0.0,1,0,0,1.0,1,single_family_1
304,243130300,3970 RENO ST,,1364613,within,0.0,1,0,0,1.0,1,single_family_1
305,322014800,2113 N WOODSTOCK ST,,1002826,within,0.0,1,0,0,1.0,1,single_family_1
306,365043200,1511 S 15TH ST,,1505126,within,0.0,1,0,1,,1,residential_unknown
307,162324000,2343 W HUNTINGDON ST,,1205554,within,0.0,1,0,0,1.0,1,single_family_1
308,364105700,2344 PIERCE ST,,1407828,within,0.0,1,0,0,1.0,1,single_family_1
309,571135600,2641 MAXWELL ST,,1276376,within,0.0,1,0,0,1.0,1,single_family_1
310,394147800,2413 S WARNOCK ST,,1538873,within,0.0,1,0,0,1.0,1,single_family_1
311,591152100,1377 NARRAGANSETT ST,,1157306,within,0.0,1,0,0,1.0,1,single_family_1
312,364452500,1408 S PATTON ST,,1441622,within,0.0,1,0,0,1.0,1,single_family_1
313,481352000,1916 S LAMBERT ST,,1509526,within,0.0,1,0,0,1.0,1,single_family_1
314,461072700,4717 CEDAR AVE,,1405349,within,0.0,1,0,0,,2,multifamily_unknown
315,651079800,4501 OAKMONT ST,,1238988,within,0.0,1,0,0,1.0,1,single_family_1
317,393086300,610 W MOYAMENSING AVE,,1452859,within,0.0,1,0,0,1.0,1,single_family_1
318,661114600,3360 KAYFORD CIR,,1259253,within,0.0,1,0,0,1.0,1,single_family_1
319,871577830,5538 CHESTER AVE,,1390904,within,0.0,1,1,0,,1,residential_unknown
320,522078000,5403 LEBANON AVE,,1465202,within,0.0,1,0,0,1.0,1,single_family_1
321,463118500,5416 WEBSTER ST,,1405317,within,0.0,1,0,0,1.0,1,single_family_1
322,122223600,5534 CHEW AVE,,1165901,within,0.0,1,0,0,1.0,1,single_family_1
323,602048805,5227 WALNUT ST,,1397999,within,0.0,1,0,0,,2,multifamily_unknown
324,442061300,5211 WESTMINSTER AVE,,1384656,within,0.0,1,0,0,1.0,1,single_family_1
325,491049100,516 W WYOMING AVE,,1198988,within,0.0,1,0,0,1.0,1,single_family_1
326,541173800,6634 LYNFORD ST,,1254585,within,0.0,1,0,0,1.0,1,single_family_1
327,101021500,6713 N SYDENHAM ST,,1083973,within,0.0,1,0,0,1.0,1,single_family_1
328,531276600,5930 SHISLER ST,,1234987,within,0.0,1,0,0,1.0,1,single_family_1
329,343020200,6424 CALLOWHILL ST,,1427311,within,0.0,1,0,0,1.0,1,single_family_1
330,221308900,6461 MILTON ST,,1154744,within,0.0,1,0,0,1.0,1,single_family_1
331,871265450,4614 LANCASTER AVE,,1458605,within,0.0,1,1,0,,1,residential_unknown
332,211515500,4531 WILDE ST,,1143604,within,0.0,1,0,0,1.0,1,single_family_1
333,211493800,4527 SAINT DAVIDS ST,,1112158,within,0.0,1,0,0,1.0,1,single_family_1
334,344381800,707 EDGEMORE RD,,1512972,within,0.0,1,0,0,1.0,1,single_family_1
336,412252300,7171 ERDRICK ST,,1339707,within,0.0,1,0,0,1.0,1,single_family_1
338,313031501,2122 E SUSQUEHANNA AVE,,1060399,within,0.0,1,0,0,1.0,1,single_family_1
